@relation uracil_train_filtered_predicted

@attribute Mn_rate numeric
@attribute Untreated_rate numeric
@attribute Mn_T- numeric
@attribute Mn_-A numeric
@attribute Mn_-G numeric
@attribute Mn_-C numeric
@attribute Mn_TA numeric
@attribute Mn_TG numeric
@attribute Mn_TC numeric
@attribute TA numeric
@attribute TG numeric
@attribute TC numeric
@attribute 'prediction margin' numeric
@attribute 'predicted Modifications' {none,pU,Um}
@attribute Modifications {none,pU,Um}

@data
0.00688,0.005245,0,0.12717,0.001961,0.002521,0.057983,0.063305,0.703638,0.021405,0.000851,0.923526,1,none,?
0.012145,0.000568,0.001,0.000143,0.004141,0.000428,0.06383,0.091675,0.437242,0.099107,0.015523,0.770171,1,none,?
0.006252,0.000313,0.016527,0.004537,0,0.002592,0.484792,0.18925,0.266376,0.244726,0.163992,0.358259,0.999994,none,?
0.00728,0.000201,0,0.010178,0.004952,0.011279,0.348261,0.197788,0.380722,0.228907,0.046557,0.651804,1,none,?
0.006282,0.000582,0,0.00505,0.015467,0.004419,0.227588,0.196969,0.440971,0.146212,0.019938,0.307045,1,none,?
0.003633,0.000291,0.005449,0.000545,0.006539,0.00109,0.203789,0.292062,0.427195,0.498777,0.052781,0.358908,1,none,?
0.005489,0.000214,0.002799,0.002799,0.00035,0.0014,0.387689,0.165153,0.409732,0.386631,0.047901,0.492698,1,none,?
0.005393,0.00022,0,0.017379,0.006604,0.006952,0.450816,0.13521,0.345151,0.458458,0.084538,0.458458,1,none,?
0.00398,0.000286,0.007863,0.011563,0,0,0.528209,0.083255,0.271042,0.492911,0.022181,0.315463,0.51659,none,?
0.006272,0.000165,0.00772,0.004182,0.001608,0.001608,0.398541,0.210046,0.34997,0.329878,0.047125,0.457116,1,none,?
0.162632,0.250916,0,0.00034,0.000958,0.000542,0.012213,0.956377,0.010965,0.000352,0.997344,0.000872,1,none,?
0.00283,0.000237,0.006126,0.018378,0.003403,0.005445,0.462165,0.132047,0.341689,0.303676,0.151838,0.414391,1,none,?
0.00761,0.000266,0.001042,0.003388,0.000782,0.006776,0.287468,0.132136,0.378165,0.196307,0.020208,0.366633,1,none,?
0.009063,0.00025,0.01424,0.002034,0.000452,0.00339,0.363232,0.174044,0.405952,0.338157,0.181839,0.40196,1,none,?
0.004048,0.000152,0,0.012151,0.013163,0.011138,0.206052,0.253642,0.441975,0.136164,0.08903,0.769851,1,none,?
0.003503,0.000302,0.002123,0.000531,0.002123,0.001592,0.328526,0.278637,0.347633,0.378076,0.088537,0.363719,1,none,?
0.007692,0.000433,0.0034,0.000523,0.000262,0.002354,0.494117,0.167409,0.303952,0.300692,0.396696,0.286201,1,none,?
0.005417,0.000394,0.001407,0.000703,0.004572,0.003165,0.194146,0.185705,0.551137,0.223105,0.065619,0.667441,1,none,?
0.008013,0.000458,0.006937,0.001445,0.015318,0.002023,0.312725,0.260122,0.351165,0.306315,0.348565,0.245052,1,none,?
0.003365,0.000286,0.003529,0.014821,0.001412,0.003529,0.329591,0.178558,0.362056,0.419377,0.12187,0.376364,1,none,?
0.00713,0.00036,0.015314,0.001955,0.000978,0.001303,0.483218,0.192244,0.253828,0.232136,0.137044,0.388759,0.999997,none,?
0.008057,0.000264,0,0.009011,0.006104,0.006686,0.444742,0.14505,0.289809,0.502191,0.099671,0.322015,1,none,?
0.005594,0.000195,0,0.01143,0.020495,0.005518,0.240027,0.206132,0.361814,0.239904,0.04896,0.670752,1,none,?
0.007084,0.001049,0.002923,0.006495,0.064627,0.010717,0.244543,0.111067,0.453038,0.095078,0.066555,0.191108,1,none,?
0.034411,0.010868,0.038682,0,0.00046,0.000383,0.069551,0.264341,0.078284,0.011133,0.706851,0.013504,1,none,?
0.005148,0.000288,0.003136,0.003136,0,0.004032,0.247773,0.088714,0.536766,0.257115,0.058279,0.452522,1,none,?
0.005351,0.000372,0.007104,0.001672,0,0.004179,0.244052,0.136235,0.55455,0.449696,0.042709,0.409499,1,none,?
0.00301,0.000285,0.019664,0.018908,0,0.000756,0.416735,0.107398,0.387995,0.336883,0.05945,0.432663,1,none,?
0.004413,0.000232,0.005672,0.042537,0,0.00397,0.544479,0.107194,0.271105,0.384913,0.026546,0.269882,0.999999,none,?
0.013989,0.001597,0.012451,0.003755,0,0.00415,0.388343,0.150989,0.3419,0.347908,0.056228,0.550327,0.753665,none,?
0.005734,0.000931,0,0.023878,0.019005,0.0307,0.319668,0.207589,0.330876,0.066976,0.042621,0.854862,1,none,?
0.003087,0.00021,0.004732,0.012619,0,0.001577,0.455861,0.130133,0.339924,0.338334,0.041149,0.512073,1,none,?
0.006307,0.000236,0.005903,0.001574,0.000394,0.003542,0.304192,0.116876,0.43917,0.387498,0.028856,0.478189,1,none,?
0.003692,0.000273,0.01327,0.000781,0.008586,0.003122,0.187341,0.227932,0.497235,0.237926,0.041741,0.396543,1,none,?
0.011505,0.000419,0.001889,0.001619,0.00054,0.004048,0.44199,0.181059,0.325151,0.35106,0.313028,0.315954,1,none,?
0.008554,0.001086,0.004183,0.002252,0.000644,0.005792,0.394806,0.146081,0.305033,0.062843,0.02417,0.09088,1,none,?
0.008861,0.000364,0.023666,0.00284,0.000316,0.002524,0.462283,0.205108,0.254019,0.190393,0.213126,0.278485,0.960575,none,?
0.002805,0.000207,0,0.023112,0.003152,0.031517,0.24583,0.17019,0.421273,0.072948,0.062527,0.682588,1,none,?
0.00723,0.000402,0.000357,0.001072,0.000357,0.001072,0.324166,0.176201,0.276274,0.413374,0.092123,0.455893,1,none,?
0.006065,0.000231,0.001384,0.001846,0.013844,0.003692,0.312412,0.254729,0.357174,0.35642,0.070404,0.404822,0.999999,none,?
0.002443,0.000199,0.003212,0.029979,0.002141,0.002141,0.3651,0.141329,0.387584,0.266562,0.046765,0.425564,1,none,?
0.006828,0.000404,0.002714,0.002262,0,0.001809,0.225249,0.131621,0.551815,0.122316,0.059799,0.540908,1,none,?
0.00551,0.000267,0,0.010017,0.008904,0.008347,0.269897,0.259324,0.388986,0.301559,0.097803,0.582742,1,none,?
0.004228,0.000327,0.000727,0.002182,0.002182,0.007273,0.228387,0.229841,0.456773,0.290813,0.076882,0.581627,1,none,?
0.008041,0.000392,0.000442,0.000442,0.00265,0.001325,0.347612,0.276942,0.320669,0.210373,0.322134,0.440469,1,none,?
0.005648,0.000284,0.007536,0.002319,0.013332,0.004058,0.309546,0.239985,0.39012,0.541114,0.083894,0.360743,1,none,?
0.010543,0.000465,0.004224,0.00181,0,0.001509,0.556123,0.140012,0.251357,0.371726,0.321967,0.298552,1,none,?
0.002774,0.000213,0,0.005341,0.003205,0.003205,0.220063,0.221131,0.478584,0.446108,0.072342,0.421994,1,none,?
0.00537,0.00032,0.000614,0,0.000614,0.002454,0.401246,0.223937,0.340507,0.524924,0.045646,0.393693,1,none,?
0.01718,0.002485,0.000638,0.001489,0,0.002978,0.152943,0.595605,0.199528,0.225563,0.694365,0.049658,1,none,?
0.006502,0.000325,0.007916,0.001979,0.007256,0.001319,0.317965,0.22561,0.357546,0.397157,0.214465,0.341555,1,none,?
0.007302,0.000368,0.007917,0.001827,0.000609,0.003654,0.378174,0.152244,0.382436,0.281455,0.155541,0.436996,1,none,?
0.014048,0.002753,0,0.014304,0.002177,0.007463,0.225753,0.079915,0.182219,0.034013,0.019436,0.066083,1,none,?
0.004177,0.000437,0.000907,0,0,0.001813,0.221197,0.245674,0.490442,0.374415,0.048139,0.459996,1,none,?
0.004687,0.000251,0.00361,0.001805,0.011733,0.004513,0.206674,0.249994,0.485548,0.416548,0.072896,0.395721,1,none,?
0.007399,0.00174,0.001706,0.001706,0,0.005119,0.336725,0.167225,0.431144,0.124617,0.023185,0.727415,1,none,?
0.006219,0.00038,0.000695,0.000695,0,0.000695,0.451343,0.12518,0.383189,0.366978,0.108734,0.387366,1,none,?
0.003617,0.000225,0.001094,0.391737,0.002188,0.001094,0.145534,0.107235,0.287784,0.193616,0.030571,0.438185,1,none,?
0.003669,0.000282,0.013432,0.007326,0.001221,0,0.440798,0.155073,0.343115,0.473136,0.14895,0.332947,0.999972,none,?
0.00648,0.000395,0.001305,0,0.000652,0.005871,0.350283,0.129807,0.47161,0.26879,0.01753,0.671975,1,none,?
0.008934,0.000448,0.006097,0.02392,0,0.001407,0.327382,0.152904,0.208718,0.06463,0.109374,0.303265,0.999998,none,?
0.007759,0.000486,0,0,0.003047,0.000609,0.465582,0.210852,0.270574,0.315928,0.108453,0.561127,0.997084,none,?
0.01119,0.000467,0,0.002936,0.000419,0.003775,0.041525,0.026425,0.380439,0.268178,0.078015,0.53148,1,none,?
0.005765,0.00034,0.004583,0.000917,0,0.000917,0.422542,0.184232,0.354716,0.215006,0.059312,0.437427,1,none,?
0.008274,0.000347,0,0.013342,0.004003,0.000667,0.485649,0.129417,0.284185,0.22726,0.068178,0.416644,0.999994,none,?
0.00239,0.000185,0.006199,0.008266,0,0.002066,0.276896,0.117784,0.547592,0.505012,0.037876,0.441885,1,none,?
0.005584,0.000189,0.001773,0,0.000886,0.004432,0.314689,0.139172,0.495525,0.475002,0.048718,0.377565,1,none,?
0.005375,0.000315,0.003802,0,0.007605,0,0.289927,0.192017,0.336505,0.333167,0.074037,0.384992,1,none,?
0.005946,0.000281,0.020016,0.002611,0.00087,0.002611,0.31416,0.263686,0.355062,0.115533,0.156794,0.305336,1,none,?
0.006055,0.000213,0,0.026292,0.006573,0.018898,0.343442,0.126531,0.398491,0.177368,0.083467,0.58427,1,none,?
0.004739,0.000201,0,0.022797,0.138852,0.012434,0.218639,0.064245,0.483908,0.206951,0.065353,0.686205,1,none,?
0.00685,0.000212,0.008621,0.001567,0,0.007837,0.304091,0.126182,0.506295,0.476206,0.136059,0.340147,1,none,?
0.00625,0.000499,0.000865,0.000865,0.006921,0,0.325275,0.121113,0.260393,0.184361,0.053368,0.213471,1,none,?
0.009765,0.000746,0,0.001202,0.000601,0.00661,0.435077,0.221144,0.242778,0.14635,0.682965,0.104535,1,none,?
0.006714,0.000342,0.004592,0,0,0.000918,0.438034,0.132237,0.356304,0.208178,0.232198,0.504431,0.999999,none,?
0.006881,0.000281,0.002459,0.001639,0,0.001639,0.43195,0.141798,0.351625,0.419289,0.107052,0.356842,1,none,?
0.021447,0.002639,0.00051,0.000765,0,0.001275,0.052028,0.03443,0.129815,0.028026,0.028026,0.054243,1,none,?
0.00509,0.001004,0.008037,0,0.016075,0.001148,0.150415,0.222752,0.369722,0.075641,0.03172,0.124442,1,none,?
0.005832,0.000308,0.004188,0,0.001047,0,0.13822,0.257593,0.429321,0.091793,0.191931,0.642551,1,none,?
0.004081,0.000265,0.009902,0.022632,0.007073,0.011316,0.268758,0.128721,0.421526,0.354274,0.09084,0.327022,1,none,?
0.007728,0.000545,0.010646,0.000819,0,0.005733,0.382449,0.14004,0.401285,0.294239,0.275557,0.425012,1,none,?
0.003274,0.000205,0.008622,0.018968,0.005173,0.003449,0.286243,0.132775,0.394877,0.440858,0.096774,0.322579,1,none,?
0.004886,0.000239,0.001111,0,0.022222,0.002222,0.234439,0.222217,0.362214,0.265929,0.053186,0.496401,1,none,?
0.023452,0.002432,0.000266,0.002126,0.000266,0,0.307728,0.241027,0.412696,0.163813,0.382901,0.446215,-1,Um,?
0.007616,0.000252,0.001889,0.000944,0,0.003777,0.367326,0.178469,0.375825,0.351202,0.109751,0.428028,1,none,?
0.007432,0.000246,0,0.041583,0.007921,0.014851,0.400978,0.14653,0.342564,0.540168,0.114929,0.310309,1,none,?
0.004487,0.000287,0.028429,0.002472,0,0,0.353503,0.189112,0.385639,0.259433,0.061043,0.289954,1,none,?
0.006569,0.000203,0,0.011017,0.001695,0.002542,0.403382,0.144065,0.403382,0.375695,0.053671,0.568909,1,none,?
0.003399,0.000235,0,0.302054,0.003413,0,0.076793,0.197956,0.377141,0.349285,0.106726,0.523927,1,none,?
0.005579,0.00034,0.019858,0.001168,0.002336,0.003504,0.295539,0.259326,0.390158,0.269997,0.109458,0.335672,1,none,?
0.004971,0.000352,0.004249,0.026913,0.001416,0.004249,0.279046,0.287545,0.348454,0.386696,0.159228,0.40186,1,none,?
0.008803,0.000495,0.000739,0,0.013295,0,0.409918,0.191295,0.290267,0.26859,0.154191,0.343199,0.998096,none,?
0.007489,0.000556,0.064972,0.00565,0,0.001883,0.412429,0.15725,0.29096,0.196106,0.214783,0.140076,1,none,?
0.007545,0.0002,0,0.020147,0.003663,0.008242,0.353484,0.163005,0.378209,0.139539,0.266393,0.583527,1,none,?
0.003009,0.000127,0,0.042006,0.010001,0.010001,0.190025,0.140019,0.560075,0.175641,0.070257,0.755257,1,none,?
0.007221,0.000296,0.001923,0.000962,0,0.003846,0.466331,0.193263,0.299029,0.299818,0.349788,0.316475,1,none,?
0.009216,0.000362,0.002299,0,0.003065,0.001533,0.326427,0.272022,0.354012,0.272835,0.174895,0.531679,1,none,?
0.010009,0.00031,0.001695,0.00339,0,0.001695,0.410187,0.155939,0.399169,0.376261,0.118819,0.455474,1,none,?
0.012061,0.00052,0,0.037955,0.00365,0.010949,0.593411,0.094887,0.196344,0.178056,0.153496,0.165776,-0.999959,pU,?
0.007482,0.000384,0,0.006276,0,0.027197,0.2908,0.125525,0.483272,0.369371,0.101396,0.427312,1,none,?
0.002016,0.000199,0.018521,0.011113,0.003704,0,0.237073,0.096311,0.603796,0.346202,0.066577,0.519303,1,none,?
0.005545,0.000279,0.00266,0.00133,0,0.00532,0.361733,0.126341,0.397641,0.333778,0.148346,0.454309,1,none,?
0.00393,0.000424,0.004406,0.002203,0,0.004406,0.116748,0.220279,0.524264,0.456346,0.028974,0.391154,1,none,?
0.010028,0.000411,0.002188,0.001094,0.012036,0.002188,0.293229,0.213357,0.434373,0.194623,0.435586,0.342908,1,none,?
0.008794,0.00268,0.001185,0.001185,0.004739,0.001185,0.116113,0.401657,0.304501,0.014452,0.869746,0.098536,1,none,?
0.01197,0.00195,0,0.000784,0.001569,0.001569,0.167056,0.125488,0.669009,0.235433,0.021108,0.725784,1,none,?
0.004179,0.000329,0,0.002342,0.007026,0.007026,0.16395,0.224845,0.510586,0.115303,0.278648,0.566905,1,none,?
0.006521,0.00035,0.004304,0,0,0.002869,0.256811,0.175033,0.492102,0.241424,0.18969,0.517337,1,none,?
0.003211,0.000193,0.03788,0.005051,0,0.005051,0.196975,0.133842,0.553044,0.320814,0.053469,0.574792,1,none,?
0.003921,0.000225,0,0.006224,0,0.008299,0.290461,0.130707,0.51453,0.295474,0.159101,0.511396,1,none,?
0.007292,0.00028,0.003563,0,0.005938,0.001188,0.218516,0.243455,0.47741,0.342321,0.237723,0.313795,1,none,?
0.006768,0.000338,0.001166,0.001166,0,0.002331,0.435904,0.171331,0.339166,0.387571,0.190262,0.338243,0.999998,none,?
0.004539,0.000305,0.001739,0,0.001739,0.001739,0.234769,0.21564,0.453888,0.335749,0.070273,0.41383,1,none,?
0.004541,0.000402,0.00361,0.00361,0.001805,0.001805,0.323114,0.292427,0.33936,0.469342,0.172915,0.314953,1,none,?
0.009743,0.000248,0.002778,0.001852,0.001852,0.003704,0.450913,0.16944,0.321287,0.20904,0.220042,0.506097,1,none,?
0.010188,0.000309,0,0.077829,0.01991,0.022625,0.32851,0.157467,0.337559,0.261248,0.360342,0.36935,1,none,?
0.009107,0.000402,0.023759,0.00432,0,0.00108,0.428743,0.199792,0.302388,0.229374,0.303366,0.414353,1,none,?
0.004316,0.000227,0,0.006772,0.020315,0.038372,0.205402,0.295689,0.376947,0.116927,0.077952,0.67558,1,none,?
0.008647,0.000407,0,0,0,0.002913,0.567949,0.133007,0.265043,0.450319,0.162615,0.387775,-1,pU,?
0.004506,0.000247,0.001805,0.001805,0.00361,0.001805,0.223842,0.305074,0.416995,0.300573,0.090172,0.56107,1,none,?
0.006193,0.000191,0,0.00266,0.006649,0.005319,0.261984,0.264644,0.40694,0.460546,0.065792,0.407912,1,none,?
0.002753,0.000237,0,0,0,0.00304,0.182378,0.164141,0.607928,0.365264,0.042972,0.590868,1,none,?
0.003297,0.000258,0.004963,0.027297,0.002482,0.007445,0.367271,0.14393,0.367271,0.457017,0.07779,0.437569,1,none,?
0.003056,0.000205,0.005602,0.072832,0,0,0.389374,0.109249,0.366964,0.246428,0,0.648496,1,none,?
0.004985,0.000223,0,0.001825,0.005475,0.0073,0.209865,0.224464,0.489077,0.320552,0.012329,0.505486,1,none,?
0.002888,0.000262,0.008798,0.002933,0,0.011731,0.387132,0.149574,0.366602,0.323476,0.019028,0.494729,1,none,?
0.004944,0.000247,0,0,0.008081,0.006061,0.272723,0.280803,0.397973,0.332828,0.095094,0.546789,1,none,?
0.005379,0.000427,0.007561,0,0.003781,0.009452,0.219283,0.25709,0.470701,0.152889,0.208485,0.500363,1,none,?
0.006164,0.000225,0.001698,0,0,0,0.348072,0.198656,0.422781,0.512788,0.040483,0.418327,1,none,?
0.002732,0.000272,0.003906,0.003906,0,0.019532,0.351582,0.105475,0.476589,0.409267,0.045474,0.443373,1,none,?
0.005418,0.000224,0.015453,0.002208,0.002208,0.004415,0.284772,0.165565,0.501111,0.283299,0.01491,0.536777,1,none,?
0.004322,0.000165,0,0.002785,0.013927,0.019497,0.13091,0.181046,0.579348,0.265657,0.020435,0.674361,1,none,?
0.006067,0.000255,0.002268,0,0.011338,0.002268,0.272121,0.256248,0.405914,0.142853,0.21428,0.585699,1,none,?
0.006087,0.00039,0,0,0,0,0.335966,0.131237,0.485575,0.38116,0.06181,0.484176,1,none,?
0.006094,0.000386,0,0.008,0.008,0.015999,0.263991,0.173328,0.434652,0.198053,0.375259,0.396107,1,none,?
0.005174,0.000339,0.011331,0,0.002833,0.016997,0.23229,0.107647,0.572227,0.355887,0.038474,0.548259,1,none,?
0.024589,0.000822,0.001373,0,0.001373,0,0.032944,0.2862,0.056966,0.038117,0.156704,0.071999,1,none,?
0.048188,0.034336,0.019313,0,0,0,0.016094,0.009657,0.037553,0.000657,0,0.001972,1,none,?
0.006552,0.000211,0,0.015625,0.023438,0.03125,0.359375,0.15625,0.304688,0.052679,0.052679,0.316072,1,none,?
0.12272,0.012446,0,0.007143,0.000446,0,0.727676,0.006696,0.085268,0.748821,0,0.171324,0.999716,none,?
0.006172,0.000252,0,0,0,0,0.15384,0.05769,0.245182,0.151918,0.043405,0.130216,1,none,?
0.005615,0.000293,0.005682,0,0.005682,0,0.051141,0.153422,0.267068,0.169635,0.131939,0.188484,1,none,?
0.007925,0.000256,0.005848,0.005848,0,0,0.309946,0.146201,0.467842,0.278251,0.194775,0.445201,1,none,?
0.010853,0.00234,0,0.014019,0.004673,0.018692,0.11215,0.130841,0.579441,0.023253,0.043184,0.933442,1,none,?
0.008919,0.000342,0,0.005348,0,0,0.385035,0.229952,0.320863,0.20818,0.374725,0.333089,1,none,?
0.007254,0.000306,0,0.006711,0.006711,0.013422,0.288582,0.208048,0.355694,0.348718,0.092991,0.464957,1,none,?
0.003735,0.000303,0.024094,0,0.012047,0,0.084331,0.120472,0.34937,0.489191,0.022236,0.422484,1,none,?
0.010693,0.000768,0.028734,0.114938,0.005747,0.005747,0.224129,0.160913,0.356307,0.126921,0.523549,0.253842,1,none,?
0.008529,0.000796,0.033111,0,0,0,0.225157,0.258268,0.26489,0.083346,0.23337,0.516748,1,none,?
0.00375,0.000322,0.02817,0.014085,0,0,0.492966,0.197187,0.197187,0.537858,0.115255,0.23051,0.999975,none,?
0.005866,0.000347,0,0,0.011628,0,0.348831,0.162788,0.348831,0.285713,0.42857,0.285713,1,none,?
0.00931,0.000155,0.016949,0,0,0,0.305074,0.161011,0.389816,0.501525,0,0,1,none,?
0.007561,0.000158,0,0,0.010638,0,0.255324,0.287239,0.372347,0.501276,0.501276,0,1,none,?
0.004268,0.000993,0,0.035086,0,0,0.385942,0.263142,0.245599,0.083372,0.833719,0.083372,1,none,?
0.002529,0.000227,0,0,0,0,0.384606,0.192303,0.346145,0.499183,0,0.499183,1,none,?
0.006655,0.000375,0,0,0,0,0.313452,0.164189,0.52242,0.332959,0,0.332959,1,none,?
0.0085,0.000659,0,0,0,0,0.137497,0.224994,0.38749,0.399961,0.19998,0.19998,1,none,?
0.008039,0.000588,0.083336,0,0,0,0.111115,0.388904,0.194452,0,0,0,1,none,?
0.013677,0.00062,0,0,0,0,0.173077,0.384616,0.230769,0,0.499815,0,1,none,?
0.026281,0.012813,0,0.01,0,0,0.04,0.03,0.06,0.047618,0.047618,0.023809,0.999115,none,?
0.015873,0,0,0,0,0,0.295455,0.045455,0.113636,0,0,0,1,none,?
0,0,0,0,0,0,0,0,0,0,0,0,1,none,?
